과정명,기관ID,과정ID,회차,등급,만족도,취업률_3개월,취업률_6개월,수강비,실제훈련비,정원,훈련대상,커리큘럼
에듀테크 상품서비스 PM(프로덕트매니저) 양성,500037189659,AIG20230000412832,12,,748,,,17424000,17424000,16,K-디지털 트레이닝,
에듀테크 상품서비스 PM(프로덕트매니저) 양성,500037189659,AIG20230000412832,13,,748,,,17424000,17424000,16,K-디지털 트레이닝,
빅데이터 기반 컴퓨터비전(CV) 데이터사이언스 과정,500020016144,AIG20240000498272,1,,00,,,8999360,8999360,20,K-디지털 트레이닝,
"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",500020056026,AIG20230000412819,9,,946,,,9097920,9097920,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,4,,880,,,10803780,10803780,20,K-디지털 트레이닝,
"Web3.0기반 자바(JAVA) 풀스택(프론트,백엔드) 개발자 과정",500020054508,AIG20240000498257,1,,00,,,9872720,9872720,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",500020027870,AIG20240000459122,2,,982,,,11448550,11448550,20,K-디지털 트레이닝,
IaC 기반 하이브리드 클라우드 인프라 및 보안 솔루션 구축 과정,500036090856,AIG20240000498209,1,,00,,,9189220,9189220,20,K-디지털 트레이닝,
자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),500020013370,AIG20240000498127,1,,00,,,9113280,9113280,20,K-디지털 트레이닝,
프로젝트 기반의 프론트앤드 개발자 양성(with 생성형 AI),500020011407,AIG20240000498183,1,,00,,,9113280,9113280,20,K-디지털 트레이닝,
기업 실무프로젝트 기반 자바&프론트엔드 개발자 양성과정,500020055245,AIG20240000459235,2,,00,,,8733560,8733560,20,K-디지털 트레이닝,
"심화_심층 데이터 분석을 통한 개인 맞춤형 예측 자동화 서비스 솔루션 개발 과정 (Hadoop, Tableau, TensorFlow)",500020026271,AIG20240000459311,3,,714,,,5097490,5097490,20,K-디지털 트레이닝,
실무 프로젝트 기반 UI UX 모바일 웹 디자인 개발 부트캠프 (Figma 활용),500035544333,AIG20230000412755,10,,743,,,8529300,8529300,20,K-디지털 트레이닝,
AWS와 Docker & Kubernetes를 활용한 Java Full-Stack 개발자 양성과정,500020052430,AIG20230000412645,9,,941,,,9856080,9856080,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,7,,883,,,9097920,9097920,20,K-디지털 트레이닝,
"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",500020056026,AIG20230000412819,10,,946,,,9097920,9097920,20,K-디지털 트레이닝,
심화_생성형 AI 활용 백엔드 아키텍쳐 실전 프로젝트,500020061827,AIG20240000498353,2,,857,,,5024460,5024460,20,K-디지털 트레이닝,
"빅데이터 분석을 위한 AI(머신러닝,딥러닝기반)서비스 개발자 양성(JAVA,파이썬)",500036114086,AIG20240000459133,2,,816,,,8543700,8543700,20,K-디지털 트레이닝,
"[KDT]웹퍼블리셔(UIUX)&프론트엔드개발(API,ChatGPT,피그마,리액트,뷰)기업플랫폼프로젝트",500020044990,AIG20230000455704,7,,812,,,9097920,9097920,20,K-디지털 트레이닝,
에듀테크 상품서비스 PM(프로덕트매니저) 양성,500037189659,AIG20230000412832,11,,748,,,17424000,17424000,20,K-디지털 트레이닝,
에듀테크 풀스택 개발자 양성(Java),500037189659,AIG20230000412795,11,,777,,,17424000,17424000,20,K-디지털 트레이닝,
"융합_웹툰콘텐츠제작을 위한 AI(미드저니, ChatGPT)활용 전문인력(PD,콘티,캐릭터,배경,연출) 양성",500020010894,AIG20240000498185,3,,00,,,8163980,8163980,20,K-디지털 트레이닝,
가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,500020047095,AIG20230000412571,8,,952,,,7107750,7107750,20,K-디지털 트레이닝,
"WEB3(웹3)전자지갑 풀스텍(JAVA,React) 개발자",500036090856,AIG20240000459326,3,,762,,,9758800,9758800,20,K-디지털 트레이닝,
"심화_기업요구 데이터베이스, SQL 성능 개선을 위한 프로젝트 실습과정",500020014651,AIG20240000459036,3,,1000,,,2935800,2935800,20,K-디지털 트레이닝,
"키오스크 풀스택(프론트(React,PHP)/백엔드(Java,Spring) 개발자 양성과정,참여기업 프로젝트",500020016713,AIG20240000459410,1,,00,,,9493000,9493000,20,K-디지털 트레이닝,
"백엔드 웹개발자 부트캠프(자바,파이썬,AI챗봇)",500020017427,AIG20230000412730,6,,726,,,8529300,8529300,20,K-디지털 트레이닝,
『프로젝트기반』프론트엔드 개발자 양성(Figma/React/Next.js/PHP/Mysql/chatGPT),500020062235,AIG20240000498295,2,,00,,,9493000,9493000,20,K-디지털 트레이닝,
심화_AI기반 지능형 솔루션 개발 과정,500020044601,AIG20240000498258,2,,867,,,4673920,4673920,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,2,,00,,,10442300,10442300,20,K-디지털 트레이닝,
머신러닝 API를 활용한 AI 지능형 웹앱 서비스 개발자 양성,500020018293,AIG20230000455568,4,,898,,,9856080,9856080,20,K-디지털 트레이닝,
AWS 활용 자바 풀스택 개발자 양성,500020048300,AIG20230000412595,4,,1000,,,9477000,9477000,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,6,,880,,,10803780,10803780,20,K-디지털 트레이닝,
JAVA와 Python을 활용한 RPA & LowCode 웹기반 빅데이터분석 전문가 양성,500033330182,AIG20230000412678,6,,820,,,9477000,9477000,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",500020027870,AIG20240000459122,3,,982,,,11448550,11448550,20,K-디지털 트레이닝,
"심화_심층 데이터 분석을 통한 개인 맞춤형 예측 자동화 서비스 솔루션 개발 과정 (Hadoop, Tableau, TensorFlow)",500020026271,AIG20240000459311,4,,714,,,5097490,5097490,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,7,,880,,,10803780,10803780,20,K-디지털 트레이닝,
스마트팩토리 MES 구축 전문가 양성 과정,500042636540,AIG20240000459232,2,,667,,,4580160,4580160,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,8,,880,,,10803780,10803780,20,K-디지털 트레이닝,
스마트팜 전문가 양성과정,500020055168,AIG20230000455739,6,,734,,,9097920,9097920,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,9,,880,,,10803780,10803780,20,K-디지털 트레이닝,
융합_AI 미래형모빌리티(실증도로.로봇.UAM),500020048147,AIG20240000459211,3,,821,,,9303140,9303140,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(JAVA, Spring) 개발자 양성 과정",500020055633,AIG20230000455589,6,,714,,,9003150,9003150,20,K-디지털 트레이닝,
"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",500020041918,AIG20230000455673,4,,934,,,9287460,9287460,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,5,,786,,,8150220,8150220,20,K-디지털 트레이닝,
"심화_심층 데이터 분석을 통한 개인 맞춤형 예측 자동화 서비스 솔루션 개발 과정 (Hadoop, Tableau, TensorFlow)",500020026271,AIG20240000459311,6,,714,,,5097490,5097490,20,K-디지털 트레이닝,
"[풀스텍]클라우드 기반의 웹&앱 개발자 취업연계 부트캠프(자바,도커,보안)",500020026271,AIG20230000412744,6,,571,,,10329930,10329930,20,K-디지털 트레이닝,
[인공지능]AIoT를 이용한 빅데이터 분석 산업솔루션 개발 취업연계 부트캠프,500020026271,AIG20230000412740,8,,804,,,10329930,10329930,20,K-디지털 트레이닝,
심화_AI기반 지능형 솔루션 개발 과정,500020044601,AIG20240000498258,3,,867,,,4673920,4673920,20,K-디지털 트레이닝,
(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,500020054641,AIG20240000498168,9,,00,,,8543700,8543700,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,16,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",500020027870,AIG20240000459122,6,,982,,,11448550,11448550,20,K-디지털 트레이닝,
데브옵스/MSA/컨테이너 기반의 클라우드 네이티브 엔지니어 전문가 과정,500020055899,AIG20230000455597,3,,950,,,9097920,9097920,20,K-디지털 트레이닝,
스마트팩토리 개발자 고급 과정,500020028562,AIG20230000455548,5,,832,,,5073840,5073840,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,5,,775,,,10017180,10017180,20,K-디지털 트레이닝,
AWS기반 스마트오더(Rabbit MQ_양방향 메세징시스템)자바풀스택 웹개발자 양성과정,500020044993,AIG20240000459119,3,,1000,,,11391600,11391600,20,K-디지털 트레이닝,
"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",500020054642,AIG20230000455754,5,,880,,,10803780,10803780,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,8,,883,,,9097920,9097920,20,K-디지털 트레이닝,
"백엔드 웹개발자 부트캠프(자바,파이썬,AI챗봇)",500020017427,AIG20230000412730,8,,726,,,8529300,8529300,20,K-디지털 트레이닝,
(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,500020054641,AIG20240000498168,10,,00,,,8543700,8543700,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,3,,00,,,10442300,10442300,20,K-디지털 트레이닝,
스마트 모빌리티 부트캠프 : 웹&모바일 통합 AI 자율주행 로봇 테크코스,500020041301,AIG20230000455658,5,,911,,,10045620,10045620,20,K-디지털 트레이닝,
"[풀스텍]클라우드 기반의 웹&앱 개발자 취업연계 부트캠프(자바,도커,보안)",500020026271,AIG20230000412744,5,,571,,,10329930,10329930,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,3,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,500020054641,AIG20240000498168,11,,00,,,8543700,8543700,20,K-디지털 트레이닝,
"키오스크 풀스택(프론트(React,PHP)/백엔드(Java,Spring) 개발자 양성과정,참여기업 프로젝트",500020016713,AIG20240000459410,2,,00,,,9493000,9493000,20,K-디지털 트레이닝,
"심화_AWS기반의 PMS(SPRING, Docker)프로젝트 심화 과정",500020046288,AIG20240000459201,3,,980,,,5097490,5097490,20,K-디지털 트레이닝,
"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",500020056026,AIG20230000412819,11,,946,,,9097920,9097920,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,4,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
『프로젝트기반』프론트엔드 개발자 양성(Figma/React/Next.js/PHP/Mysql/chatGPT),500020062235,AIG20240000498295,3,,00,,,9493000,9493000,20,K-디지털 트레이닝,
빅데이터 기반 컴퓨터비전(CV) 데이터사이언스 과정,500020016144,AIG20240000498272,3,,00,,,8999360,8999360,20,K-디지털 트레이닝,
"[기업요구 반영]지능형 웹서비스 개발(with JAVA, Spring)",500036114086,AIG20240000498262,2,,00,,,9113280,9113280,20,K-디지털 트레이닝,
자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),500020013370,AIG20240000498127,2,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,15,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",500020027870,AIG20240000459122,4,,982,,,11448550,11448550,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,10,,786,,,8150220,8150220,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,6,,775,,,10017180,10017180,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,5,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
융합_메티컬 AI with 스마트웰니스,500020048147,AIG20240000498198,2,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"융합_웹툰콘텐츠제작을 위한 AI(미드저니, ChatGPT)활용 전문인력(PD,콘티,캐릭터,배경,연출) 양성",500020010894,AIG20240000498185,4,,00,,,8163980,8163980,20,K-디지털 트레이닝,
(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,500020054641,AIG20240000498168,12,,00,,,8543700,8543700,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,14,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"심화_심층 데이터 분석을 통한 개인 맞춤형 예측 자동화 서비스 솔루션 개발 과정 (Hadoop, Tableau, TensorFlow)",500020026271,AIG20240000459311,5,,714,,,5097490,5097490,20,K-디지털 트레이닝,
스마트 모빌리티 부트캠프 : 웹&모바일 통합 AI 자율주행 로봇 테크코스,500020041301,AIG20230000455658,4,,911,,,10045620,10045620,20,K-디지털 트레이닝,
IaC 기반 하이브리드 클라우드 인프라 및 보안 솔루션 구축 과정,500036090856,AIG20240000498209,2,,00,,,9189220,9189220,20,K-디지털 트레이닝,
(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,500020054641,AIG20240000498168,13,,00,,,8543700,8543700,20,K-디지털 트레이닝,
[인공지능]AIoT를 이용한 빅데이터 분석 산업솔루션 개발 취업연계 부트캠프,500020026271,AIG20230000412740,7,,804,,,10329930,10329930,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,6,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
RPA+시큐어코딩을 활용한 자바스프링 개발자 양성과정,500020013381,AIG20240000458998,2,,922,,,9018350,9018350,20,K-디지털 트레이닝,
프로젝트 기반의 프론트앤드 개발자 양성(with 생성형 AI),500020011407,AIG20240000498183,2,,00,,,9113280,9113280,20,K-디지털 트레이닝,
프로젝트 기반의 프론트앤드 개발자 양성(with 생성형 AI),500020011407,AIG20240000498183,3,,00,,,9113280,9113280,20,K-디지털 트레이닝,
자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),500020013370,AIG20240000498127,3,,00,,,9113280,9113280,20,K-디지털 트레이닝,
파이썬&앤서블로 시작하는 클라우드 인프라(데브옵스) 전문가 양성,500020061827,AIG20240000459362,2,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,13,,00,,,10442300,10442300,20,K-디지털 트레이닝,
AWS기반 스마트오더(Rabbit MQ_양방향 메세징시스템)자바풀스택 웹개발자 양성과정,500020044993,AIG20240000459119,2,,1000,,,11391600,11391600,20,K-디지털 트레이닝,
스마트 모빌리티 부트캠프 : 웹&모바일 통합 AI 자율주행 로봇 테크코스,500020041301,AIG20230000455658,3,,911,,,10045620,10045620,20,K-디지털 트레이닝,
"빅데이터(파이썬) 분석 기반 AI(머신러닝, 딥러닝) & 추천 알고리즘 개발",500020061827,AIG20230000412764,4,,833,,,9529000,9529000,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,7,,775,,,10017180,10017180,20,K-디지털 트레이닝,
AI기반 예측 분석 시스템개발,500020062489,AIG20240000459393,2,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,12,,883,,,9097920,9097920,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,7,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
심화_생성형 AI 활용 백엔드 아키텍쳐 실전 프로젝트,500020061827,AIG20240000498353,3,,857,,,5024460,5024460,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,12,,00,,,10442300,10442300,20,K-디지털 트레이닝,
Chat GPT를 활용한 데이터 분석가 양성 ,500020016144,AIG20240000459248,2,,00,,,9322120,9322120,20,K-디지털 트레이닝,
"프로젝트기반 생성형 챗봇/백엔드 개발자(with 파이선,자바)",500033363935,AIG20240000459198,4,,839,,,8069050,8069050,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",500020027870,AIG20240000459122,5,,982,,,11448550,11448550,20,K-디지털 트레이닝,
스마트 모빌리티 부트캠프 : 웹&모바일 통합 AI 자율주행 로봇 테크코스,500020041301,AIG20230000455658,2,,911,,,10045620,10045620,20,K-디지털 트레이닝,
스마트팩토리 개발자 고급 과정,500020028562,AIG20230000455548,6,,832,,,5073840,5073840,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,8,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
데브옵스/MSA/컨테이너 기반의 클라우드 네이티브 엔지니어 전문가 과정,500020055899,AIG20230000455597,4,,950,,,9097920,9097920,20,K-디지털 트레이닝,
"UIUX프론트,백엔드(Java,Spring),Data분석(Python)SW개발자 (참여기업프로젝트 참여) 양성과정",500020016713,AIG20240000459403,1,,00,,,10765060,10765060,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,11,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"WEB3(웹3)전자지갑 풀스텍(JAVA,React) 개발자",500036090856,AIG20240000459326,4,,762,,,9758800,9758800,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,9,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,9,,786,,,8150220,8150220,20,K-디지털 트레이닝,
"블렌더활용 VR 실감형콘텐츠(그래픽, 영상)",500020045033,AIG20240000498245,2,,00,,,9530970,9530970,20,K-디지털 트레이닝,
IaC 기반 하이브리드 클라우드 인프라 및 보안 솔루션 구축 과정,500036090856,AIG20240000498209,3,,00,,,9189220,9189220,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,8,,775,,,10017180,10017180,20,K-디지털 트레이닝,
"AI프로젝트 풀스택(Java, Python, React) 딥러닝(자연어처리) 개발자 양성과정",500020024148,AIG20240000459347,4,,00,,,10442300,10442300,20,K-디지털 트레이닝,
"AI 비전 웹 & 앱 개발 부트캠프(Java, Spring)",500034122761,AIG20240000459217,2,,510,,,9360090,9360090,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,11,,883,,,9097920,9097920,20,K-디지털 트레이닝,
[스타트업]현장실무 클라우드를 활용한 자바 스프링프레임워크 개발자과정,500020046288,AIG20230000455585,8,,786,,,9477000,9477000,20,K-디지털 트레이닝,
심화_AI기반 지능형 솔루션 개발 과정,500020044601,AIG20240000498258,4,,867,,,4673920,4673920,20,K-디지털 트레이닝,
융합_자바 Spring을 활용한 금융서비스(빅데이터기반) 개발자 양성과정,500020055245,AIG20240000459090,4,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"[KDT]웹퍼블리셔(UIUX)&프론트엔드개발(API,ChatGPT,피그마,리액트,뷰)기업플랫폼프로젝트",500020044990,AIG20230000455704,8,,812,,,9097920,9097920,20,K-디지털 트레이닝,
[기업맞춤 PBT] 클라우드 기반 AI 서비스,500020048147,AIG20230000412830,6,,791,,,9287460,9287460,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,8,,786,,,8150220,8150220,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,9,,775,,,10017180,10017180,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,10,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
"빅데이터 분석을 위한 AI(머신러닝,딥러닝기반)서비스 개발자 양성(JAVA,파이썬)",500036114086,AIG20240000459133,3,,816,,,8543700,8543700,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,11,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(JAVA, Spring) 개발자 양성 과정",500020055633,AIG20230000455589,4,,714,,,9003150,9003150,20,K-디지털 트레이닝,
빅데이터 기반 자바(JAVA) 실무 프로젝트 개발자,500020031190,AIG20230000455694,4,,924,,,8529300,8529300,20,K-디지털 트레이닝,
"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",500020028586,AIG20230000412674,10,,775,,,10017180,10017180,20,K-디지털 트레이닝,
"프로젝트기반 생성형 챗봇/백엔드 개발자(with 파이선,자바)",500033363935,AIG20240000459198,5,,839,,,8069050,8069050,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,12,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,13,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
IaC 기반 하이브리드 클라우드 인프라 및 보안 솔루션 구축 과정,500036090856,AIG20240000498209,4,,00,,,9189220,9189220,20,K-디지털 트레이닝,
[메가존]기업주도형  클라우드 네이티브 JAVA 개발자 양성과정,500020046780,AIG20240000459105,2,,00,,,9872720,9872720,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,9,,883,,,9097920,9097920,20,K-디지털 트레이닝,
"백엔드 웹개발자 부트캠프(자바,파이썬,AI챗봇)",500020017427,AIG20230000412730,7,,726,,,8529300,8529300,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,14,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
클라우드를 활용한 자바 스프링 백엔드 개발자 양성과정,500020014653,AIG20240000498340,2,,00,,,9208210,9208210,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,7,,786,,,8150220,8150220,20,K-디지털 트레이닝,
가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,500020047095,AIG20230000412571,9,,952,,,7107750,7107750,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,17,,00,,,9417050,9417050,20,K-디지털 트레이닝,
파이썬&앤서블로 시작하는 클라우드 인프라(데브옵스) 전문가 양성,500020061827,AIG20240000459362,1,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"WEB3(웹3)전자지갑 풀스텍(JAVA,React) 개발자",500036090856,AIG20240000459326,5,,762,,,9758800,9758800,20,K-디지털 트레이닝,
"빅데이터와 AI를 활용한 자바,파이썬 풀스택 개발자 양성",500020058080,AIG20240000459152,3,,00,,,8733560,8733560,20,K-디지털 트레이닝,
"빅데이터(파이썬) 분석 기반 AI(머신러닝, 딥러닝) & 추천 알고리즘 개발",500020061827,AIG20230000412764,3,,833,,,9529000,9529000,20,K-디지털 트레이닝,
에듀테크 풀스택 개발자 양성(Java),500037189659,AIG20230000412795,12,,777,,,17424000,17424000,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,15,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,18,,00,,,9417050,9417050,20,K-디지털 트레이닝,
AWS클라우드 활용 지능형 웹서비스 풀스택개발,500020025093,AIG20230000412679,6,,786,,,8150220,8150220,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,16,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,500020037783,AIG20230000412652,17,,1000,,,9097920,9097920,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,19,,00,,,9417050,9417050,20,K-디지털 트레이닝,
클라우드 기반 인공지능 전문가 양성과정,500043264158,AIG20240000498167,1,,00,,,5885660,5885660,20,K-디지털 트레이닝,
"AI 서비스 개발자 (Search, 객체탐지, 판독)",500020026790,AIG20240000498122,1,,00,,,9113280,9113280,20,K-디지털 트레이닝,
"차세대 AI 예측 Solution 개발(Java, Python)",500020055895,AIG20230000455687,10,,883,,,9097920,9097920,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,20,,00,,,9417050,9417050,20,K-디지털 트레이닝,
"프로젝트 기반 풀스택(JAVA, Spring) 개발자 양성 과정",500020055633,AIG20230000455589,5,,714,,,9003150,9003150,20,K-디지털 트레이닝,
[기업맞춤 PBT] 클라우드 기반 AI 서비스,500020048147,AIG20230000412830,7,,791,,,9287460,9287460,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,21,,00,,,9417050,9417050,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,22,,00,,,9417050,9417050,20,K-디지털 트레이닝,
"WEB3(웹3)전자지갑 풀스텍(JAVA,React) 개발자",500036090856,AIG20240000459326,6,,762,,,9758800,9758800,20,K-디지털 트레이닝,
"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",500020041918,AIG20230000455673,3,,934,,,9287460,9287460,20,K-디지털 트레이닝,
자바(Spring)기반 크로스 플랫폼(React-Native) 웹&앱 개발자 양성 과정,500020047973,AIG20240000498293,23,,00,,,9417050,9417050,20,K-디지털 트레이닝,
"생성형 AI-랭체인(LLM) 활용 백엔드(풀스택) 엔지니어(자바, 파이썬) 양성",500020051919,AIG20240000498328,2,,00,,,9872720,9872720,20,K-디지털 트레이닝,
